season,character,count,count_type,image
24,Chief Wiggum,54.0,sentence_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
24,Flanders,92.0,sentence_count,https://img.icons8.com/doodle/48/ned-flanders.png
24,Grampa,170.0,sentence_count,https://img.icons8.com/doodle/48/abraham-simpson.png
24,Homer,1118.0,sentence_count,https://img.icons8.com/doodle/48/homer-simpson.png
24,Krusty,20.0,sentence_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
24,Lenny,91.0,sentence_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
24,Lisa,364.0,sentence_count,https://img.icons8.com/doodle/48/lisa-simpson.png
24,Marge,605.0,sentence_count,https://img.icons8.com/doodle/48/marge-simpson.png
24,Milhouse,126.0,sentence_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
24,Moe,182.0,sentence_count,https://img.icons8.com/doodle/48/bartender-mo.png
24,Mr. Burns,123.0,sentence_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
25,Apu,8.0,sentence_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
25,Bart,513.0,sentence_count,https://img.icons8.com/doodle/48/bart-simpson.png
25,Chief Wiggum,52.0,sentence_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
25,Flanders,28.0,sentence_count,https://img.icons8.com/doodle/48/ned-flanders.png
25,Grampa,45.0,sentence_count,https://img.icons8.com/doodle/48/abraham-simpson.png
25,Homer,919.0,sentence_count,https://img.icons8.com/doodle/48/homer-simpson.png
25,Krusty,47.0,sentence_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
25,Lenny,53.0,sentence_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
25,Lisa,457.0,sentence_count,https://img.icons8.com/doodle/48/lisa-simpson.png
25,Marge,449.0,sentence_count,https://img.icons8.com/doodle/48/marge-simpson.png
25,Milhouse,114.0,sentence_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
25,Moe,59.0,sentence_count,https://img.icons8.com/doodle/48/bartender-mo.png
25,Mr. Burns,84.0,sentence_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
26,Apu,59.0,sentence_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
26,Bart,252.0,sentence_count,https://img.icons8.com/doodle/48/bart-simpson.png
26,Chief Wiggum,49.0,sentence_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
26,Flanders,29.0,sentence_count,https://img.icons8.com/doodle/48/ned-flanders.png
26,Grampa,19.0,sentence_count,https://img.icons8.com/doodle/48/abraham-simpson.png
26,Homer,762.0,sentence_count,https://img.icons8.com/doodle/48/homer-simpson.png
26,Krusty,82.0,sentence_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
26,Lenny,30.0,sentence_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
26,Lisa,219.0,sentence_count,https://img.icons8.com/doodle/48/lisa-simpson.png
26,Marge,355.0,sentence_count,https://img.icons8.com/doodle/48/marge-simpson.png
26,Milhouse,38.0,sentence_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
26,Moe,157.0,sentence_count,https://img.icons8.com/doodle/48/bartender-mo.png
26,Mr. Burns,145.0,sentence_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
1,Apu,101.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
1,Bart,4902.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
1,Chief Wiggum,132.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
1,Flanders,137.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
1,Grampa,333.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
1,Homer,8204.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
1,Krusty,374.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
1,Lenny,41.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
1,Lisa,1883.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
1,Marge,3680.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
1,Milhouse,105.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
1,Moe,443.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
1,Mr. Burns,650.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
2,Apu,199.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
2,Bart,5728.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
2,Chief Wiggum,15.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
2,Flanders,1129.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
2,Grampa,1684.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
2,Homer,14239.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
2,Krusty,266.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
2,Lenny,112.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
2,Lisa,3882.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
2,Marge,6407.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
2,Milhouse,277.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
2,Moe,391.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
2,Mr. Burns,3592.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
3,Apu,413.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
3,Bart,6333.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
3,Chief Wiggum,665.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
3,Flanders,1304.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
3,Grampa,145.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
3,Homer,12278.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
3,Krusty,1224.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
3,Lenny,256.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
3,Lisa,4013.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
3,Marge,5244.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
3,Milhouse,488.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
3,Moe,1218.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
3,Mr. Burns,3287.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
4,Apu,467.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
4,Bart,4251.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
4,Chief Wiggum,649.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
4,Flanders,841.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
4,Grampa,1274.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
4,Homer,9535.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
4,Krusty,1895.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
4,Lenny,124.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
4,Lisa,2928.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
4,Marge,4172.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
4,Milhouse,125.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
4,Moe,380.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
4,Mr. Burns,1439.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
5,Apu,1137.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
5,Bart,4318.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
5,Chief Wiggum,886.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
5,Flanders,1451.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
5,Grampa,1705.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
5,Homer,11804.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
5,Krusty,636.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
5,Lenny,181.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
5,Lisa,3094.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
5,Marge,3704.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
5,Milhouse,488.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
5,Moe,579.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
5,Mr. Burns,2634.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
6,Apu,267.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
6,Bart,6240.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
6,Chief Wiggum,746.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
6,Flanders,818.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
6,Grampa,1319.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
6,Homer,11829.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
6,Krusty,987.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
6,Lenny,301.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
6,Lisa,5346.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
6,Marge,6635.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
6,Milhouse,741.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
6,Moe,1020.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
6,Mr. Burns,1605.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
7,Apu,1526.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
7,Bart,5555.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
7,Chief Wiggum,1102.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
7,Flanders,1208.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
7,Grampa,1617.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
7,Homer,9696.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
7,Krusty,1262.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
7,Lenny,181.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
7,Lisa,5271.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
7,Marge,4787.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
7,Milhouse,1192.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
7,Moe,1329.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
7,Mr. Burns,2886.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
8,Apu,224.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
8,Bart,4700.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
8,Chief Wiggum,1653.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
8,Flanders,2012.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
8,Grampa,590.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
8,Homer,10376.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
8,Krusty,689.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
8,Lenny,383.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
8,Lisa,4464.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
8,Marge,5779.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
8,Milhouse,472.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
8,Moe,1876.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
8,Mr. Burns,3161.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
9,Apu,1155.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
9,Bart,5315.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
9,Chief Wiggum,964.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
9,Flanders,1297.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
9,Grampa,688.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
9,Homer,13377.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
9,Krusty,1395.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
9,Lenny,342.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
9,Lisa,5095.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
9,Marge,5658.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
9,Milhouse,501.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
9,Moe,2240.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
9,Mr. Burns,935.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
10,Apu,536.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
10,Bart,3566.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
10,Chief Wiggum,1399.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
10,Flanders,1360.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
10,Grampa,696.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
10,Homer,15424.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
10,Krusty,317.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
10,Lenny,421.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
10,Lisa,4659.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
10,Marge,5461.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
10,Milhouse,399.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
10,Moe,864.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
10,Mr. Burns,1124.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
11,Apu,917.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
11,Bart,4292.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
11,Chief Wiggum,787.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
11,Flanders,1359.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
11,Grampa,57.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
11,Homer,12855.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
11,Krusty,434.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
11,Lenny,464.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
11,Lisa,3972.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
11,Marge,4906.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
11,Milhouse,462.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
11,Moe,1689.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
11,Mr. Burns,574.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
12,Apu,193.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
12,Bart,2922.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
12,Chief Wiggum,1105.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
12,Flanders,1325.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
12,Grampa,296.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
12,Homer,10658.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
12,Krusty,1872.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
12,Lenny,502.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
12,Lisa,3381.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
12,Marge,3488.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
12,Milhouse,679.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
12,Moe,696.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
12,Mr. Burns,644.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
13,Apu,778.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
13,Bart,3094.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
13,Chief Wiggum,1126.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
13,Flanders,542.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
13,Grampa,1066.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
13,Homer,10149.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
13,Krusty,534.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
13,Lenny,730.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
13,Lisa,3257.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
13,Marge,5129.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
13,Milhouse,474.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
13,Moe,1880.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
13,Mr. Burns,1610.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
14,Apu,319.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
14,Bart,3752.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
14,Chief Wiggum,986.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
14,Flanders,1668.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
14,Grampa,221.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
14,Homer,11891.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
14,Krusty,1053.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
14,Lenny,470.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
14,Lisa,4063.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
14,Marge,5219.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
14,Milhouse,671.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
14,Moe,1973.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
14,Mr. Burns,716.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
15,Apu,264.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
15,Bart,4054.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
15,Chief Wiggum,958.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
15,Flanders,548.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
15,Grampa,550.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
15,Homer,11082.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
15,Krusty,898.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
15,Lenny,455.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
15,Lisa,4844.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
15,Marge,5692.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
15,Milhouse,761.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
15,Moe,835.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
15,Mr. Burns,1254.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
16,Apu,349.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
16,Bart,3908.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
16,Chief Wiggum,1437.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
16,Flanders,1693.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
16,Grampa,340.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
16,Homer,11085.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
16,Krusty,677.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
16,Lenny,223.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
16,Lisa,3877.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
16,Marge,6108.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
16,Milhouse,561.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
16,Moe,1232.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
16,Mr. Burns,931.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
17,Apu,109.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
17,Bart,3314.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
17,Chief Wiggum,574.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
17,Flanders,1219.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
17,Grampa,1271.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
17,Homer,9812.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
17,Krusty,449.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
17,Lenny,621.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
17,Lisa,3628.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
17,Marge,5963.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
17,Milhouse,891.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
17,Moe,1669.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
17,Mr. Burns,1337.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
18,Apu,295.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
18,Bart,4007.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
18,Chief Wiggum,691.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
18,Flanders,356.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
18,Grampa,885.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
18,Homer,9272.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
18,Krusty,989.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
18,Lenny,396.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
18,Lisa,3430.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
18,Marge,4906.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
18,Milhouse,538.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
18,Moe,1865.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
18,Mr. Burns,493.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
19,Apu,178.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
19,Bart,3829.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
19,Chief Wiggum,599.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
19,Flanders,405.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
19,Grampa,342.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
19,Homer,9544.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
19,Krusty,1165.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
19,Lenny,339.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
19,Lisa,3411.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
19,Marge,4421.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
19,Milhouse,643.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
19,Moe,616.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
19,Mr. Burns,497.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
20,Apu,204.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
20,Bart,3320.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
20,Chief Wiggum,278.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
20,Flanders,1328.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
20,Grampa,558.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
20,Homer,9635.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
20,Krusty,197.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
20,Lenny,564.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
20,Lisa,4291.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
20,Marge,4276.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
20,Milhouse,588.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
20,Moe,1756.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
20,Mr. Burns,1013.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
21,Apu,582.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
21,Bart,4926.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
21,Chief Wiggum,1400.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
21,Flanders,1236.0,word_count,https://img.icons8.com/doodle/48/ned-flanders.png
21,Grampa,965.0,word_count,https://img.icons8.com/doodle/48/abraham-simpson.png
21,Homer,8214.0,word_count,https://img.icons8.com/doodle/48/homer-simpson.png
21,Krusty,889.0,word_count,https://img.icons8.com/doodle/48/krusty-the-clown.png
21,Lenny,553.0,word_count,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
21,Lisa,3887.0,word_count,https://img.icons8.com/doodle/48/lisa-simpson.png
21,Marge,3867.0,word_count,https://img.icons8.com/doodle/48/marge-simpson.png
21,Milhouse,604.0,word_count,https://img.icons8.com/doodle/48/milhouse-van-houten.png
21,Moe,2166.0,word_count,https://img.icons8.com/doodle/48/bartender-mo.png
21,Mr. Burns,1464.0,word_count,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
22,Apu,138.0,word_count,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
22,Bart,4414.0,word_count,https://img.icons8.com/doodle/48/bart-simpson.png
22,Chief Wiggum,468.0,word_count,https://img.icons8.com/doodle/48/clancy-wiggum.png
