season,raw_character_text,word_count
24,Nelson Muntz,116.0
24,Otto Mann,87.0
24,Patty Bouvier,96.0
24,Professor Jonathan Frink,239.0
24,Ralph Wiggum,68.0
24,Rev. Timothy Lovejoy,341.0
24,Selma Bouvier,93.0
24,Sideshow Mel,123.0
24,Waylon Smithers,221.0
25,Agnes Skinner,107.0
25,Apu Nahasapeemapetilon,97.0
25,Barney Gumble,37.0
25,Bart Simpson,4008.0
25,C. Montgomery Burns,763.0
25,Carl Carlson,421.0
25,Chief Wiggum,661.0
25,Cletus Spuckler,133.0
25,Comic Book Guy,729.0
25,Dr. Julius Hibbert,342.0
25,Duffman,67.0
25,Edna Krabappel-Flanders,46.0
25,Fat Tony,188.0
25,Gary Chalmers,402.0
25,Grampa Simpson,422.0
25,Groundskeeper Willie,143.0
25,Homer Simpson,9445.0
25,Jimbo Jones,249.0
25,Kent Brockman,488.0
25,Kirk Van Houten,310.0
25,Krusty the Clown,483.0
25,Lenny Leonard,440.0
25,Lisa Simpson,4257.0
25,Lou,83.0
25,Marge Simpson,4491.0
25,Martin Prince,91.0
25,Mayor Joe Quimby,72.0
25,Milhouse Van Houten,957.0
25,Moe Szyslak,776.0
25,Ned Flanders,214.0
25,Nelson Muntz,313.0
25,Otto Mann,45.0
25,Patty Bouvier,95.0
25,Professor Jonathan Frink,255.0
25,Ralph Wiggum,62.0
25,Rev. Timothy Lovejoy,450.0
25,Selma Bouvier,59.0
25,Sideshow Bob,436.0
25,Sideshow Mel,38.0
25,Waylon Smithers,117.0
26,Agnes Skinner,45.0
26,Apu Nahasapeemapetilon,901.0
26,Barney Gumble,6.0
26,Bart Simpson,2064.0
26,C. Montgomery Burns,1689.0
26,Carl Carlson,221.0
26,Chief Wiggum,466.0
26,Cletus Spuckler,91.0
26,Comic Book Guy,121.0
26,Dr. Julius Hibbert,166.0
26,Gary Chalmers,210.0
26,Grampa Simpson,111.0
26,Groundskeeper Willie,63.0
26,Homer Simpson,7621.0
26,Jimbo Jones,15.0
26,Kent Brockman,289.0
26,Kirk Van Houten,92.0
26,Krusty the Clown,705.0
26,Lenny Leonard,266.0
26,Lisa Simpson,2057.0
26,Lou,90.0
26,Marge Simpson,3337.0
26,Martin Prince,14.0
26,Mayor Joe Quimby,90.0
26,Milhouse Van Houten,325.0
26,Moe Szyslak,1835.0
26,Ned Flanders,301.0
26,Nelson Muntz,151.0
26,Otto Mann,24.0
26,Patty Bouvier,109.0
26,Professor Jonathan Frink,228.0
26,Ralph Wiggum,11.0
26,Rev. Timothy Lovejoy,140.0
26,Selma Bouvier,115.0
26,Sideshow Bob,31.0
26,Sideshow Mel,136.0
26,Waylon Smithers,355.0
