season,number_in_season,episode_id,character,sentence_count,image
4,16,75,Martin Prince,1,https://static.simpsonswiki.com/images/d/da/Tapped_Out_Martin_Icon.png
4,16,75,Milhouse,1,https://img.icons8.com/doodle/48/milhouse-van-houten.png
4,16,75,Moe,5,https://img.icons8.com/doodle/48/bartender-mo.png
4,16,75,Nelson,2,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
4,16,75,Otto,1,https://static.simpsonswiki.com/images/4/48/Tapped_Out_Conductor_Otto_Sidebar.png
4,16,75,Patty,2,https://static.simpsonswiki.com/images/3/31/Tapped_Out_Patty_Sidebar.png
4,16,75,Rev. Lovejoy,5,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Rev._Lovejoy_Sidebar.png
4,16,75,Selma,2,https://static.simpsonswiki.com/images/8/8f/Tapped_Out_Selma_Icon.png
4,17,76,Bart,6,https://img.icons8.com/doodle/48/bart-simpson.png
4,17,76,Brockman,5,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
4,17,76,Carl,13,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
4,17,76,Chief Wiggum,1,https://img.icons8.com/doodle/48/clancy-wiggum.png
4,17,76,Grampa,2,https://img.icons8.com/doodle/48/abraham-simpson.png
4,17,76,Homer,45,https://img.icons8.com/doodle/48/homer-simpson.png
4,17,76,Lenny,12,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
4,17,76,Lisa,10,https://img.icons8.com/doodle/48/lisa-simpson.png
4,17,76,Marge,18,https://img.icons8.com/doodle/48/marge-simpson.png
4,17,76,Mr. Burns,43,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
4,17,76,Ralph,3,https://img.icons8.com/doodle/48/ralf.png
4,17,76,Smithers,3,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
4,18,77,Barney,1,https://img.icons8.com/doodle/48/barney-gumble.png
4,18,77,Bart,29,https://img.icons8.com/doodle/48/bart-simpson.png
4,18,77,Chief Wiggum,2,https://img.icons8.com/doodle/48/clancy-wiggum.png
4,18,77,Dr. Hibbert,4,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
4,18,77,Flanders,3,https://img.icons8.com/doodle/48/ned-flanders.png
4,18,77,Grampa,4,https://img.icons8.com/doodle/48/abraham-simpson.png
4,18,77,Homer,59,https://img.icons8.com/doodle/48/homer-simpson.png
4,18,77,Lenny,1,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
4,18,77,Lisa,19,https://img.icons8.com/doodle/48/lisa-simpson.png
4,18,77,Lou,3,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
4,18,77,Marge,18,https://img.icons8.com/doodle/48/marge-simpson.png
4,18,77,Moe,2,https://img.icons8.com/doodle/48/bartender-mo.png
4,18,77,Mr. Burns,7,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
4,18,77,Professor Frink,2,https://static.simpsonswiki.com/images/0/09/Tapped_Out_Professor_Frink_Icon_-_Deadpan.png
4,19,78,Barney,3,https://img.icons8.com/doodle/48/barney-gumble.png
4,19,78,Bart,27,https://img.icons8.com/doodle/48/bart-simpson.png
4,19,78,Flanders,5,https://img.icons8.com/doodle/48/ned-flanders.png
4,19,78,Grampa,33,https://img.icons8.com/doodle/48/abraham-simpson.png
4,19,78,Homer,43,https://img.icons8.com/doodle/48/homer-simpson.png
4,19,78,Krusty,12,https://img.icons8.com/doodle/48/krusty-the-clown.png
4,19,78,Lisa,25,https://img.icons8.com/doodle/48/lisa-simpson.png
4,19,78,Marge,15,https://img.icons8.com/doodle/48/marge-simpson.png
4,20,79,Apu,1,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
4,20,79,Barney,3,https://img.icons8.com/doodle/48/barney-gumble.png
4,20,79,Bart,28,https://img.icons8.com/doodle/48/bart-simpson.png
4,20,79,Brockman,5,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
4,20,79,Chalmers,22,https://static.simpsonswiki.com/images/5/58/Tapped_Out_Chalmers_Icon.png
4,20,79,Chief Wiggum,1,https://img.icons8.com/doodle/48/clancy-wiggum.png
4,20,79,Grampa,5,https://img.icons8.com/doodle/48/abraham-simpson.png
4,20,79,Groundskeeper Willie,6,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Chainsaw_Willie_Icon_-_Happy.png
4,20,79,Homer,22,https://img.icons8.com/doodle/48/homer-simpson.png
4,20,79,Jimbo,6,https://static.simpsonswiki.com/images/f/f3/Tapped_Out_Jimbo_Icon.png
4,20,79,Lenny,2,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
4,20,79,Lisa,20,https://img.icons8.com/doodle/48/lisa-simpson.png
4,20,79,Lou,1,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
4,20,79,Marge,14,https://img.icons8.com/doodle/48/marge-simpson.png
4,20,79,Mayor Quimby,8,https://static.simpsonswiki.com/images/e/e3/Tapped_Out_Quimby_Icon.png
4,20,79,Milhouse,1,https://img.icons8.com/doodle/48/milhouse-van-houten.png
4,20,79,Nelson,10,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
4,20,79,Ralph,1,https://img.icons8.com/doodle/48/ralf.png
4,20,79,Rev. Lovejoy,2,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Rev._Lovejoy_Sidebar.png
4,21,80,Apu,11,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
4,21,80,Barney,1,https://img.icons8.com/doodle/48/barney-gumble.png
4,21,80,Bart,16,https://img.icons8.com/doodle/48/bart-simpson.png
4,21,80,Brockman,1,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
4,21,80,Chief Wiggum,7,https://img.icons8.com/doodle/48/clancy-wiggum.png
4,21,80,Dr. Hibbert,3,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
4,21,80,Flanders,13,https://img.icons8.com/doodle/48/ned-flanders.png
4,21,80,Grampa,4,https://img.icons8.com/doodle/48/abraham-simpson.png
4,21,80,Homer,24,https://img.icons8.com/doodle/48/homer-simpson.png
4,21,80,Lisa,12,https://img.icons8.com/doodle/48/lisa-simpson.png
4,21,80,Lou,1,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
4,21,80,Marge,30,https://img.icons8.com/doodle/48/marge-simpson.png
4,21,80,Mayor Quimby,8,https://static.simpsonswiki.com/images/e/e3/Tapped_Out_Quimby_Icon.png
4,21,80,Milhouse,1,https://img.icons8.com/doodle/48/milhouse-van-houten.png
4,21,80,Mr. Burns,2,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
4,21,80,Nelson,2,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
4,21,80,Otto,1,https://static.simpsonswiki.com/images/4/48/Tapped_Out_Conductor_Otto_Sidebar.png
4,21,80,Patty,1,https://static.simpsonswiki.com/images/3/31/Tapped_Out_Patty_Sidebar.png
4,21,80,Professor Frink,1,https://static.simpsonswiki.com/images/0/09/Tapped_Out_Professor_Frink_Icon_-_Deadpan.png
4,21,80,Rev. Lovejoy,1,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Rev._Lovejoy_Sidebar.png
4,21,80,Selma,1,https://static.simpsonswiki.com/images/8/8f/Tapped_Out_Selma_Icon.png
4,22,81,Barney,1,https://img.icons8.com/doodle/48/barney-gumble.png
4,22,81,Bart,27,https://img.icons8.com/doodle/48/bart-simpson.png
4,22,81,Brockman,6,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
4,22,81,Chief Wiggum,2,https://img.icons8.com/doodle/48/clancy-wiggum.png
4,22,81,Dr. Hibbert,2,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
4,22,81,Grampa,2,https://img.icons8.com/doodle/48/abraham-simpson.png
4,22,81,Homer,11,https://img.icons8.com/doodle/48/homer-simpson.png
4,22,81,Krusty,54,https://img.icons8.com/doodle/48/krusty-the-clown.png
4,22,81,Lisa,15,https://img.icons8.com/doodle/48/lisa-simpson.png
4,22,81,Mayor Quimby,1,https://static.simpsonswiki.com/images/e/e3/Tapped_Out_Quimby_Icon.png
4,22,81,Milhouse,5,https://img.icons8.com/doodle/48/milhouse-van-houten.png
4,22,81,Moe,5,https://img.icons8.com/doodle/48/bartender-mo.png
4,22,81,Mr. Burns,1,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
4,22,81,Nelson,1,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
4,22,81,Rev. Lovejoy,1,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Rev._Lovejoy_Sidebar.png
4,22,81,Sideshow Mel,6,https://static.simpsonswiki.com/images/6/6d/Tapped_Out_Sideshow_Mel_Icon.png
4,22,81,Smithers,1,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
5,1,82,Apu,16,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
5,1,82,Barney,14,https://img.icons8.com/doodle/48/barney-gumble.png
5,1,82,Bart,17,https://img.icons8.com/doodle/48/bart-simpson.png
5,1,82,Carl,2,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
5,1,82,Chief Wiggum,13,https://img.icons8.com/doodle/48/clancy-wiggum.png
5,1,82,Comic Book Guy,1,https://static.simpsonswiki.com/images/a/a9/Tapped_Out_Comic_Book_Guy_Icon.png
5,1,82,Flanders,4,https://img.icons8.com/doodle/48/ned-flanders.png
5,1,82,Grampa,6,https://img.icons8.com/doodle/48/abraham-simpson.png
5,1,82,Groundskeeper Willie,2,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Chainsaw_Willie_Icon_-_Happy.png
5,1,82,Homer,61,https://img.icons8.com/doodle/48/homer-simpson.png
5,1,82,Lisa,11,https://img.icons8.com/doodle/48/lisa-simpson.png
5,1,82,Lou,1,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
5,1,82,Marge,6,https://img.icons8.com/doodle/48/marge-simpson.png
5,1,82,Mayor Quimby,2,https://static.simpsonswiki.com/images/e/e3/Tapped_Out_Quimby_Icon.png
5,1,82,Milhouse,2,https://img.icons8.com/doodle/48/milhouse-van-houten.png
5,1,82,Moe,5,https://img.icons8.com/doodle/48/bartender-mo.png
5,1,82,Nelson,2,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
5,1,82,Rev. Lovejoy,2,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Rev._Lovejoy_Sidebar.png
5,2,83,Bart,24,https://img.icons8.com/doodle/48/bart-simpson.png
5,2,83,Chief Wiggum,12,https://img.icons8.com/doodle/48/clancy-wiggum.png
5,2,83,Edna Krabappel,2,https://static.simpsonswiki.com/images/1/14/Tapped_Out_Mrs._Krabappel_Icon.png
5,2,83,Flanders,6,https://img.icons8.com/doodle/48/ned-flanders.png
5,2,83,Grampa,6,https://img.icons8.com/doodle/48/abraham-simpson.png
5,2,83,Homer,35,https://img.icons8.com/doodle/48/homer-simpson.png
5,2,83,Lisa,13,https://img.icons8.com/doodle/48/lisa-simpson.png
5,2,83,Lou,2,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
5,2,83,Marge,17,https://img.icons8.com/doodle/48/marge-simpson.png
5,2,83,Martin Prince,1,https://static.simpsonswiki.com/images/d/da/Tapped_Out_Martin_Icon.png
5,2,83,Milhouse,1,https://img.icons8.com/doodle/48/milhouse-van-houten.png
5,2,83,Moe,3,https://img.icons8.com/doodle/48/bartender-mo.png
5,2,83,Nelson,1,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
5,2,83,Patty,1,https://static.simpsonswiki.com/images/3/31/Tapped_Out_Patty_Sidebar.png
5,2,83,Selma,1,https://static.simpsonswiki.com/images/8/8f/Tapped_Out_Selma_Icon.png
5,2,83,Sideshow Bob,33,https://static.simpsonswiki.com/images/6/68/Tapped_Out_Sideshow_Bob_Icon_-_Serious.png
5,3,84,Bart,12,https://img.icons8.com/doodle/48/bart-simpson.png
5,3,84,Dr. Hibbert,2,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
5,3,84,Grampa,2,https://img.icons8.com/doodle/48/abraham-simpson.png
5,3,84,Homer,88,https://img.icons8.com/doodle/48/homer-simpson.png
5,3,84,Krusty,1,https://img.icons8.com/doodle/48/krusty-the-clown.png
5,3,84,Lisa,12,https://img.icons8.com/doodle/48/lisa-simpson.png
5,3,84,Marge,14,https://img.icons8.com/doodle/48/marge-simpson.png
5,3,84,Mayor Quimby,1,https://static.simpsonswiki.com/images/e/e3/Tapped_Out_Quimby_Icon.png
5,3,84,Mr. Burns,19,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
5,3,84,Smithers,6,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
5,4,85,Apu,2,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
5,4,85,Barney,3,https://img.icons8.com/doodle/48/barney-gumble.png
5,4,85,Bart,7,https://img.icons8.com/doodle/48/bart-simpson.png
5,4,85,Brockman,2,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
5,4,85,Carl,1,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
5,4,85,Dr. Hibbert,1,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
5,4,85,Flanders,2,https://img.icons8.com/doodle/48/ned-flanders.png
5,4,85,Grampa,1,https://img.icons8.com/doodle/48/abraham-simpson.png
5,4,85,Homer,63,https://img.icons8.com/doodle/48/homer-simpson.png
5,4,85,Jimbo,2,https://static.simpsonswiki.com/images/f/f3/Tapped_Out_Jimbo_Icon.png
5,4,85,Lisa,7,https://img.icons8.com/doodle/48/lisa-simpson.png
5,4,85,Marge,16,https://img.icons8.com/doodle/48/marge-simpson.png
5,4,85,Martin Prince,1,https://static.simpsonswiki.com/images/d/da/Tapped_Out_Martin_Icon.png
5,4,85,Moe,4,https://img.icons8.com/doodle/48/bartender-mo.png
5,4,85,Mr. Burns,63,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
5,4,85,Nelson,2,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
5,4,85,Otto,1,https://static.simpsonswiki.com/images/4/48/Tapped_Out_Conductor_Otto_Sidebar.png
5,4,85,Patty,1,https://static.simpsonswiki.com/images/3/31/Tapped_Out_Patty_Sidebar.png
5,4,85,Professor Frink,3,https://static.simpsonswiki.com/images/0/09/Tapped_Out_Professor_Frink_Icon_-_Deadpan.png
5,4,85,Smithers,23,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
5,5,86,Bart,36,https://img.icons8.com/doodle/48/bart-simpson.png
5,5,86,Brockman,2,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
5,5,86,Carl,1,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
5,5,86,Chief Wiggum,3,https://img.icons8.com/doodle/48/clancy-wiggum.png
5,5,86,Flanders,5,https://img.icons8.com/doodle/48/ned-flanders.png
5,5,86,Grampa,5,https://img.icons8.com/doodle/48/abraham-simpson.png
5,5,86,Groundskeeper Willie,3,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Chainsaw_Willie_Icon_-_Happy.png
5,5,86,Homer,38,https://img.icons8.com/doodle/48/homer-simpson.png
5,5,86,Jimbo,2,https://static.simpsonswiki.com/images/f/f3/Tapped_Out_Jimbo_Icon.png
5,5,86,Lenny,1,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
5,5,86,Lisa,31,https://img.icons8.com/doodle/48/lisa-simpson.png
5,5,86,Marge,18,https://img.icons8.com/doodle/48/marge-simpson.png
5,5,86,Martin Prince,1,https://static.simpsonswiki.com/images/d/da/Tapped_Out_Martin_Icon.png
5,5,86,Milhouse,7,https://img.icons8.com/doodle/48/milhouse-van-houten.png
5,5,86,Mr. Burns,11,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
5,5,86,Nelson,1,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
5,5,86,Otto,3,https://static.simpsonswiki.com/images/4/48/Tapped_Out_Conductor_Otto_Sidebar.png
5,5,86,Ralph,1,https://img.icons8.com/doodle/48/ralf.png
5,5,86,Smithers,3,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
5,6,87,Apu,1,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
5,6,87,Barney,1,https://img.icons8.com/doodle/48/barney-gumble.png
5,6,87,Bart,8,https://img.icons8.com/doodle/48/bart-simpson.png
5,6,87,Brockman,2,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
5,6,87,Carl,3,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
5,6,87,Chief Wiggum,17,https://img.icons8.com/doodle/48/clancy-wiggum.png
5,6,87,Flanders,2,https://img.icons8.com/doodle/48/ned-flanders.png
5,6,87,Groundskeeper Willie,1,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Chainsaw_Willie_Icon_-_Happy.png
5,6,87,Homer,74,https://img.icons8.com/doodle/48/homer-simpson.png
5,6,87,Lenny,3,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
5,6,87,Lisa,6,https://img.icons8.com/doodle/48/lisa-simpson.png
5,6,87,Marge,59,https://img.icons8.com/doodle/48/marge-simpson.png
5,6,87,Mayor Quimby,2,https://static.simpsonswiki.com/images/e/e3/Tapped_Out_Quimby_Icon.png
5,6,87,Moe,1,https://img.icons8.com/doodle/48/bartender-mo.png
5,6,87,Mr. Burns,2,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
5,6,87,Otto,2,https://static.simpsonswiki.com/images/4/48/Tapped_Out_Conductor_Otto_Sidebar.png
5,6,87,Patty,1,https://static.simpsonswiki.com/images/3/31/Tapped_Out_Patty_Sidebar.png
5,6,87,Smithers,1,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
5,7,88,Apu,3,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
5,7,88,Bart,33,https://img.icons8.com/doodle/48/bart-simpson.png
5,7,88,Brockman,2,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
5,7,88,Carl,1,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
5,7,88,Chief Wiggum,3,https://img.icons8.com/doodle/48/clancy-wiggum.png
5,7,88,Dr. Hibbert,1,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
5,7,88,Edna Krabappel,2,https://static.simpsonswiki.com/images/1/14/Tapped_Out_Mrs._Krabappel_Icon.png
5,7,88,Flanders,7,https://img.icons8.com/doodle/48/ned-flanders.png
5,7,88,Groundskeeper Willie,3,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Chainsaw_Willie_Icon_-_Happy.png
5,7,88,Homer,57,https://img.icons8.com/doodle/48/homer-simpson.png
5,7,88,Jimbo,1,https://static.simpsonswiki.com/images/f/f3/Tapped_Out_Jimbo_Icon.png
5,7,88,Krusty,5,https://img.icons8.com/doodle/48/krusty-the-clown.png
5,7,88,Lenny,1,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
5,7,88,Lisa,15,https://img.icons8.com/doodle/48/lisa-simpson.png
5,7,88,Marge,27,https://img.icons8.com/doodle/48/marge-simpson.png
5,7,88,Martin Prince,1,https://static.simpsonswiki.com/images/d/da/Tapped_Out_Martin_Icon.png
5,7,88,Mayor Quimby,4,https://static.simpsonswiki.com/images/e/e3/Tapped_Out_Quimby_Icon.png
5,7,88,Milhouse,3,https://img.icons8.com/doodle/48/milhouse-van-houten.png
5,7,88,Moe,7,https://img.icons8.com/doodle/48/bartender-mo.png
5,7,88,Mr. Burns,2,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
5,7,88,Otto,3,https://static.simpsonswiki.com/images/4/48/Tapped_Out_Conductor_Otto_Sidebar.png
5,7,88,Patty,3,https://static.simpsonswiki.com/images/3/31/Tapped_Out_Patty_Sidebar.png
5,7,88,Ralph,1,https://img.icons8.com/doodle/48/ralf.png
5,7,88,Rev. Lovejoy,5,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Rev._Lovejoy_Sidebar.png
5,7,88,Selma,4,https://static.simpsonswiki.com/images/8/8f/Tapped_Out_Selma_Icon.png
5,7,88,Smithers,3,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
5,8,89,Apu,4,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
5,8,89,Barney,2,https://img.icons8.com/doodle/48/barney-gumble.png
5,8,89,Bart,50,https://img.icons8.com/doodle/48/bart-simpson.png
5,8,89,Chief Wiggum,4,https://img.icons8.com/doodle/48/clancy-wiggum.png
5,8,89,Dr. Hibbert,3,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
5,8,89,Edna Krabappel,3,https://static.simpsonswiki.com/images/1/14/Tapped_Out_Mrs._Krabappel_Icon.png
5,8,89,Flanders,30,https://img.icons8.com/doodle/48/ned-flanders.png
5,8,89,Homer,60,https://img.icons8.com/doodle/48/homer-simpson.png
5,8,89,Jimbo,2,https://static.simpsonswiki.com/images/f/f3/Tapped_Out_Jimbo_Icon.png
5,8,89,Krusty,2,https://img.icons8.com/doodle/48/krusty-the-clown.png
5,8,89,Lisa,4,https://img.icons8.com/doodle/48/lisa-simpson.png
5,8,89,Lou,1,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
5,8,89,Marge,7,https://img.icons8.com/doodle/48/marge-simpson.png
5,8,89,Martin Prince,4,https://static.simpsonswiki.com/images/d/da/Tapped_Out_Martin_Icon.png
5,8,89,Milhouse,17,https://img.icons8.com/doodle/48/milhouse-van-houten.png
5,8,89,Moe,1,https://img.icons8.com/doodle/48/bartender-mo.png
5,8,89,Nelson,4,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
5,8,89,Patty,1,https://static.simpsonswiki.com/images/3/31/Tapped_Out_Patty_Sidebar.png
5,9,90,Barney,3,https://img.icons8.com/doodle/48/barney-gumble.png
5,9,90,Bart,12,https://img.icons8.com/doodle/48/bart-simpson.png
5,9,90,Brockman,1,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
5,9,90,Carl,8,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
5,9,90,Dr. Hibbert,2,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
5,9,90,Edna Krabappel,6,https://static.simpsonswiki.com/images/1/14/Tapped_Out_Mrs._Krabappel_Icon.png
5,9,90,Flanders,4,https://img.icons8.com/doodle/48/ned-flanders.png
5,9,90,Grampa,1,https://img.icons8.com/doodle/48/abraham-simpson.png
5,9,90,Homer,84,https://img.icons8.com/doodle/48/homer-simpson.png
5,9,90,Jimbo,2,https://static.simpsonswiki.com/images/f/f3/Tapped_Out_Jimbo_Icon.png
5,9,90,Lenny,8,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
5,9,90,Lisa,6,https://img.icons8.com/doodle/48/lisa-simpson.png
5,9,90,Marge,6,https://img.icons8.com/doodle/48/marge-simpson.png
5,9,90,Martin Prince,6,https://static.simpsonswiki.com/images/d/da/Tapped_Out_Martin_Icon.png
5,9,90,Milhouse,2,https://img.icons8.com/doodle/48/milhouse-van-houten.png
5,9,90,Moe,2,https://img.icons8.com/doodle/48/bartender-mo.png
5,9,90,Mr. Burns,13,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
5,9,90,Nelson,4,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
5,9,90,Smithers,8,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
5,10,91,Apu,1,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
5,10,91,Barney,5,https://img.icons8.com/doodle/48/barney-gumble.png
5,10,91,Bart,8,https://img.icons8.com/doodle/48/bart-simpson.png
5,10,91,Brockman,3,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
5,10,91,Flanders,1,https://img.icons8.com/doodle/48/ned-flanders.png
5,10,91,Grampa,7,https://img.icons8.com/doodle/48/abraham-simpson.png
5,10,91,Homer,53,https://img.icons8.com/doodle/48/homer-simpson.png
5,10,91,Krusty,2,https://img.icons8.com/doodle/48/krusty-the-clown.png
5,10,91,Lisa,19,https://img.icons8.com/doodle/48/lisa-simpson.png
5,10,91,Marge,30,https://img.icons8.com/doodle/48/marge-simpson.png
5,10,91,Mayor Quimby,7,https://static.simpsonswiki.com/images/e/e3/Tapped_Out_Quimby_Icon.png
5,10,91,Milhouse,1,https://img.icons8.com/doodle/48/milhouse-van-houten.png
5,10,91,Mr. Burns,23,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
5,10,91,Nelson,1,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
5,10,91,Otto,2,https://static.simpsonswiki.com/images/4/48/Tapped_Out_Conductor_Otto_Sidebar.png
5,10,91,Patty,1,https://static.simpsonswiki.com/images/3/31/Tapped_Out_Patty_Sidebar.png
5,10,91,Ralph,1,https://img.icons8.com/doodle/48/ralf.png
5,10,91,Rev. Lovejoy,1,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Rev._Lovejoy_Sidebar.png
5,10,91,Smithers,14,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
5,11,92,Apu,2,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
5,11,92,Barney,5,https://img.icons8.com/doodle/48/barney-gumble.png
5,11,92,Bart,9,https://img.icons8.com/doodle/48/bart-simpson.png
5,11,92,Brockman,9,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
5,11,92,Chief Wiggum,16,https://img.icons8.com/doodle/48/clancy-wiggum.png
5,11,92,Flanders,5,https://img.icons8.com/doodle/48/ned-flanders.png
5,11,92,Grampa,22,https://img.icons8.com/doodle/48/abraham-simpson.png
5,11,92,Homer,77,https://img.icons8.com/doodle/48/homer-simpson.png
5,11,92,Jimbo,4,https://static.simpsonswiki.com/images/f/f3/Tapped_Out_Jimbo_Icon.png
5,11,92,Lenny,1,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
5,11,92,Lisa,15,https://img.icons8.com/doodle/48/lisa-simpson.png
5,11,92,Lou,1,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
5,11,92,Marge,10,https://img.icons8.com/doodle/48/marge-simpson.png
5,11,92,Mayor Quimby,3,https://static.simpsonswiki.com/images/e/e3/Tapped_Out_Quimby_Icon.png
5,11,92,Moe,8,https://img.icons8.com/doodle/48/bartender-mo.png
