season,number_in_season,episode_id,character,sentence_count,image
12,9,257,Marge,10,https://img.icons8.com/doodle/48/marge-simpson.png
12,9,257,Moe,12,https://img.icons8.com/doodle/48/bartender-mo.png
12,9,257,Mr. Burns,2,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
12,9,257,Nelson,3,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
12,9,257,Patty,1,https://static.simpsonswiki.com/images/3/31/Tapped_Out_Patty_Sidebar.png
12,9,257,Professor Frink,1,https://static.simpsonswiki.com/images/0/09/Tapped_Out_Professor_Frink_Icon_-_Deadpan.png
12,10,258,Apu,1,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
12,10,258,Bart,15,https://img.icons8.com/doodle/48/bart-simpson.png
12,10,258,Chalmers,1,https://static.simpsonswiki.com/images/5/58/Tapped_Out_Chalmers_Icon.png
12,10,258,Chief Wiggum,11,https://img.icons8.com/doodle/48/clancy-wiggum.png
12,10,258,Dr. Hibbert,4,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
12,10,258,Edna Krabappel,1,https://static.simpsonswiki.com/images/1/14/Tapped_Out_Mrs._Krabappel_Icon.png
12,10,258,Flanders,1,https://img.icons8.com/doodle/48/ned-flanders.png
12,10,258,Groundskeeper Willie,1,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Chainsaw_Willie_Icon_-_Happy.png
12,10,258,Homer,50,https://img.icons8.com/doodle/48/homer-simpson.png
12,10,258,Lenny,3,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
12,10,258,Lisa,7,https://img.icons8.com/doodle/48/lisa-simpson.png
12,10,258,Marge,69,https://img.icons8.com/doodle/48/marge-simpson.png
12,10,258,Milhouse,1,https://img.icons8.com/doodle/48/milhouse-van-houten.png
12,10,258,Moe,5,https://img.icons8.com/doodle/48/bartender-mo.png
12,10,258,Nelson,2,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
12,10,258,Professor Frink,2,https://static.simpsonswiki.com/images/0/09/Tapped_Out_Professor_Frink_Icon_-_Deadpan.png
12,11,259,Agnes Skinner,12,https://static.simpsonswiki.com/images/b/b1/Tapped_Out_Agnes_Sidebar.png
12,11,259,Apu,5,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
12,11,259,Bart,43,https://img.icons8.com/doodle/48/bart-simpson.png
12,11,259,Carl,2,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
12,11,259,Chief Wiggum,8,https://img.icons8.com/doodle/48/clancy-wiggum.png
12,11,259,Comic Book Guy,39,https://static.simpsonswiki.com/images/a/a9/Tapped_Out_Comic_Book_Guy_Icon.png
12,11,259,Dr. Hibbert,7,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
12,11,259,Flanders,6,https://img.icons8.com/doodle/48/ned-flanders.png
12,11,259,Homer,21,https://img.icons8.com/doodle/48/homer-simpson.png
12,11,259,Lenny,3,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
12,11,259,Lisa,9,https://img.icons8.com/doodle/48/lisa-simpson.png
12,11,259,Lou,4,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
12,11,259,Marge,7,https://img.icons8.com/doodle/48/marge-simpson.png
12,11,259,Milhouse,48,https://img.icons8.com/doodle/48/milhouse-van-houten.png
12,11,259,Moe,7,https://img.icons8.com/doodle/48/bartender-mo.png
12,11,259,Nelson,1,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
12,11,259,Ralph,2,https://img.icons8.com/doodle/48/ralf.png
12,12,260,Bart,22,https://img.icons8.com/doodle/48/bart-simpson.png
12,12,260,Brockman,3,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
12,12,260,Carl,2,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
12,12,260,Chief Wiggum,12,https://img.icons8.com/doodle/48/clancy-wiggum.png
12,12,260,Dr. Hibbert,2,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
12,12,260,Flanders,2,https://img.icons8.com/doodle/48/ned-flanders.png
12,12,260,Grampa,12,https://img.icons8.com/doodle/48/abraham-simpson.png
12,12,260,Homer,112,https://img.icons8.com/doodle/48/homer-simpson.png
12,12,260,Krusty,6,https://img.icons8.com/doodle/48/krusty-the-clown.png
12,12,260,Lenny,3,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
12,12,260,Lisa,17,https://img.icons8.com/doodle/48/lisa-simpson.png
12,12,260,Lou,6,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
12,12,260,Marge,44,https://img.icons8.com/doodle/48/marge-simpson.png
12,12,260,Moe,3,https://img.icons8.com/doodle/48/bartender-mo.png
12,12,260,Mr. Burns,2,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
12,12,260,Sideshow Mel,3,https://static.simpsonswiki.com/images/6/6d/Tapped_Out_Sideshow_Mel_Icon.png
12,12,260,Smithers,2,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
12,13,261,Bart,18,https://img.icons8.com/doodle/48/bart-simpson.png
12,13,261,Brockman,8,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
12,13,261,Chief Wiggum,11,https://img.icons8.com/doodle/48/clancy-wiggum.png
12,13,261,Cletus,2,https://static.simpsonswiki.com/images/a/a0/Tapped_Out_Cletus_Icon_-_Smiling.png
12,13,261,Dr. Hibbert,3,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
12,13,261,Homer,9,https://img.icons8.com/doodle/48/homer-simpson.png
12,13,261,Krusty,43,https://img.icons8.com/doodle/48/krusty-the-clown.png
12,13,261,Lisa,2,https://img.icons8.com/doodle/48/lisa-simpson.png
12,13,261,Lou,2,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
12,13,261,Marge,5,https://img.icons8.com/doodle/48/marge-simpson.png
12,13,261,Moe,11,https://img.icons8.com/doodle/48/bartender-mo.png
12,13,261,Sideshow Bob,64,https://static.simpsonswiki.com/images/6/68/Tapped_Out_Sideshow_Bob_Icon_-_Serious.png
12,13,261,Sideshow Mel,2,https://static.simpsonswiki.com/images/6/6d/Tapped_Out_Sideshow_Mel_Icon.png
12,13,261,Smithers,1,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
12,14,262,Bart,32,https://img.icons8.com/doodle/48/bart-simpson.png
12,14,262,Brockman,5,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
12,14,262,Carl,1,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
12,14,262,Chief Wiggum,1,https://img.icons8.com/doodle/48/clancy-wiggum.png
12,14,262,Comic Book Guy,2,https://static.simpsonswiki.com/images/a/a9/Tapped_Out_Comic_Book_Guy_Icon.png
12,14,262,Homer,19,https://img.icons8.com/doodle/48/homer-simpson.png
12,14,262,Jimbo,1,https://static.simpsonswiki.com/images/f/f3/Tapped_Out_Jimbo_Icon.png
12,14,262,Lenny,1,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
12,14,262,Lisa,22,https://img.icons8.com/doodle/48/lisa-simpson.png
12,14,262,Marge,11,https://img.icons8.com/doodle/48/marge-simpson.png
12,14,262,Milhouse,11,https://img.icons8.com/doodle/48/milhouse-van-houten.png
12,14,262,Moe,1,https://img.icons8.com/doodle/48/bartender-mo.png
12,14,262,Mr. Burns,2,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
12,14,262,Nelson,11,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
12,14,262,Otto,2,https://static.simpsonswiki.com/images/4/48/Tapped_Out_Conductor_Otto_Sidebar.png
12,14,262,Ralph,13,https://img.icons8.com/doodle/48/ralf.png
12,14,262,Sideshow Mel,1,https://static.simpsonswiki.com/images/6/6d/Tapped_Out_Sideshow_Mel_Icon.png
12,14,262,Smithers,1,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
12,15,263,Bart,12,https://img.icons8.com/doodle/48/bart-simpson.png
12,15,263,Brockman,2,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
12,15,263,Carl,4,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
12,15,263,Chief Wiggum,1,https://img.icons8.com/doodle/48/clancy-wiggum.png
12,15,263,Duffman,7,https://static.simpsonswiki.com/images/1/18/Tapped_Out_Duffman_Icon.png
12,15,263,Edna Krabappel,3,https://static.simpsonswiki.com/images/1/14/Tapped_Out_Mrs._Krabappel_Icon.png
12,15,263,Homer,98,https://img.icons8.com/doodle/48/homer-simpson.png
12,15,263,Kirk,2,https://static.simpsonswiki.com/images/6/61/Tapped_Out_Acorn_Kirk_Icon.png
12,15,263,Lenny,5,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
12,15,263,Lisa,15,https://img.icons8.com/doodle/48/lisa-simpson.png
12,15,263,Marge,18,https://img.icons8.com/doodle/48/marge-simpson.png
12,15,263,Milhouse,3,https://img.icons8.com/doodle/48/milhouse-van-houten.png
12,15,263,Moe,4,https://img.icons8.com/doodle/48/bartender-mo.png
12,15,263,Nelson,1,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
12,15,263,Otto,1,https://static.simpsonswiki.com/images/4/48/Tapped_Out_Conductor_Otto_Sidebar.png
12,15,263,Ralph,1,https://img.icons8.com/doodle/48/ralf.png
12,15,263,Sideshow Mel,1,https://static.simpsonswiki.com/images/6/6d/Tapped_Out_Sideshow_Mel_Icon.png
12,16,264,Apu,2,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
12,16,264,Bart,5,https://img.icons8.com/doodle/48/bart-simpson.png
12,16,264,Brockman,3,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
12,16,264,Dr. Hibbert,1,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
12,16,264,Edna Krabappel,2,https://static.simpsonswiki.com/images/1/14/Tapped_Out_Mrs._Krabappel_Icon.png
12,16,264,Groundskeeper Willie,7,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Chainsaw_Willie_Icon_-_Happy.png
12,16,264,Homer,49,https://img.icons8.com/doodle/48/homer-simpson.png
12,16,264,Jimbo,2,https://static.simpsonswiki.com/images/f/f3/Tapped_Out_Jimbo_Icon.png
12,16,264,Lisa,56,https://img.icons8.com/doodle/48/lisa-simpson.png
12,16,264,Marge,32,https://img.icons8.com/doodle/48/marge-simpson.png
12,16,264,Martin Prince,3,https://static.simpsonswiki.com/images/d/da/Tapped_Out_Martin_Icon.png
12,16,264,Milhouse,5,https://img.icons8.com/doodle/48/milhouse-van-houten.png
12,16,264,Nelson,11,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
12,16,264,Otto,4,https://static.simpsonswiki.com/images/4/48/Tapped_Out_Conductor_Otto_Sidebar.png
12,16,264,Professor Frink,7,https://static.simpsonswiki.com/images/0/09/Tapped_Out_Professor_Frink_Icon_-_Deadpan.png
12,16,264,Ralph,1,https://img.icons8.com/doodle/48/ralf.png
12,17,265,Agnes Skinner,3,https://static.simpsonswiki.com/images/b/b1/Tapped_Out_Agnes_Sidebar.png
12,17,265,Bart,27,https://img.icons8.com/doodle/48/bart-simpson.png
12,17,265,Brockman,2,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
12,17,265,Carl,1,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
12,17,265,Dr. Hibbert,4,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
12,17,265,Homer,78,https://img.icons8.com/doodle/48/homer-simpson.png
12,17,265,Lenny,3,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
12,17,265,Lisa,37,https://img.icons8.com/doodle/48/lisa-simpson.png
12,17,265,Marge,33,https://img.icons8.com/doodle/48/marge-simpson.png
12,17,265,Moe,1,https://img.icons8.com/doodle/48/bartender-mo.png
12,18,266,Barney,1,https://img.icons8.com/doodle/48/barney-gumble.png
12,18,266,Bart,22,https://img.icons8.com/doodle/48/bart-simpson.png
12,18,266,Chief Wiggum,20,https://img.icons8.com/doodle/48/clancy-wiggum.png
12,18,266,Cletus,6,https://static.simpsonswiki.com/images/a/a0/Tapped_Out_Cletus_Icon_-_Smiling.png
12,18,266,Dr. Hibbert,3,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
12,18,266,Fat Tony,6,https://static.simpsonswiki.com/images/1/1b/Tapped_Out_Fat_Tony_Icon.png
12,18,266,Flanders,6,https://img.icons8.com/doodle/48/ned-flanders.png
12,18,266,Homer,56,https://img.icons8.com/doodle/48/homer-simpson.png
12,18,266,Krusty,5,https://img.icons8.com/doodle/48/krusty-the-clown.png
12,18,266,Lisa,42,https://img.icons8.com/doodle/48/lisa-simpson.png
12,18,266,Lou,9,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
12,18,266,Marge,38,https://img.icons8.com/doodle/48/marge-simpson.png
12,18,266,Martin Prince,1,https://static.simpsonswiki.com/images/d/da/Tapped_Out_Martin_Icon.png
12,18,266,Milhouse,9,https://img.icons8.com/doodle/48/milhouse-van-houten.png
12,18,266,Moe,4,https://img.icons8.com/doodle/48/bartender-mo.png
12,19,267,Agnes Skinner,2,https://static.simpsonswiki.com/images/b/b1/Tapped_Out_Agnes_Sidebar.png
12,19,267,Apu,1,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
12,19,267,Bart,12,https://img.icons8.com/doodle/48/bart-simpson.png
12,19,267,Brockman,2,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
12,19,267,Carl,1,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
12,19,267,Chalmers,2,https://static.simpsonswiki.com/images/5/58/Tapped_Out_Chalmers_Icon.png
12,19,267,Chief Wiggum,9,https://img.icons8.com/doodle/48/clancy-wiggum.png
12,19,267,Cletus,1,https://static.simpsonswiki.com/images/a/a0/Tapped_Out_Cletus_Icon_-_Smiling.png
12,19,267,Comic Book Guy,3,https://static.simpsonswiki.com/images/a/a9/Tapped_Out_Comic_Book_Guy_Icon.png
12,19,267,Dr. Hibbert,3,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
12,19,267,Flanders,75,https://img.icons8.com/doodle/48/ned-flanders.png
12,19,267,Groundskeeper Willie,2,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Chainsaw_Willie_Icon_-_Happy.png
12,19,267,Homer,44,https://img.icons8.com/doodle/48/homer-simpson.png
12,19,267,Kirk,1,https://static.simpsonswiki.com/images/6/61/Tapped_Out_Acorn_Kirk_Icon.png
12,19,267,Krusty,1,https://img.icons8.com/doodle/48/krusty-the-clown.png
12,19,267,Lenny,2,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
12,19,267,Lisa,14,https://img.icons8.com/doodle/48/lisa-simpson.png
12,19,267,Lou,1,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
12,19,267,Marge,11,https://img.icons8.com/doodle/48/marge-simpson.png
12,19,267,Mayor Quimby,1,https://static.simpsonswiki.com/images/e/e3/Tapped_Out_Quimby_Icon.png
12,19,267,Milhouse,1,https://img.icons8.com/doodle/48/milhouse-van-houten.png
12,19,267,Moe,4,https://img.icons8.com/doodle/48/bartender-mo.png
12,19,267,Nelson,3,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
12,19,267,Professor Frink,4,https://static.simpsonswiki.com/images/0/09/Tapped_Out_Professor_Frink_Icon_-_Deadpan.png
12,19,267,Ralph,1,https://img.icons8.com/doodle/48/ralf.png
12,19,267,Rev. Lovejoy,4,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Rev._Lovejoy_Sidebar.png
12,19,267,Sideshow Mel,1,https://static.simpsonswiki.com/images/6/6d/Tapped_Out_Sideshow_Mel_Icon.png
12,20,268,Apu,4,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
12,20,268,Barney,2,https://img.icons8.com/doodle/48/barney-gumble.png
12,20,268,Bart,16,https://img.icons8.com/doodle/48/bart-simpson.png
12,20,268,Brockman,4,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
12,20,268,Carl,4,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
12,20,268,Chief Wiggum,2,https://img.icons8.com/doodle/48/clancy-wiggum.png
12,20,268,Cletus,1,https://static.simpsonswiki.com/images/a/a0/Tapped_Out_Cletus_Icon_-_Smiling.png
12,20,268,Comic Book Guy,1,https://static.simpsonswiki.com/images/a/a9/Tapped_Out_Comic_Book_Guy_Icon.png
12,20,268,Dr. Hibbert,14,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
12,20,268,Flanders,15,https://img.icons8.com/doodle/48/ned-flanders.png
12,20,268,Grampa,6,https://img.icons8.com/doodle/48/abraham-simpson.png
12,20,268,Groundskeeper Willie,1,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Chainsaw_Willie_Icon_-_Happy.png
12,20,268,Homer,84,https://img.icons8.com/doodle/48/homer-simpson.png
12,20,268,Kirk,2,https://static.simpsonswiki.com/images/6/61/Tapped_Out_Acorn_Kirk_Icon.png
12,20,268,Krusty,12,https://img.icons8.com/doodle/48/krusty-the-clown.png
12,20,268,Lenny,4,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
12,20,268,Lisa,14,https://img.icons8.com/doodle/48/lisa-simpson.png
12,20,268,Marge,10,https://img.icons8.com/doodle/48/marge-simpson.png
12,20,268,Milhouse,9,https://img.icons8.com/doodle/48/milhouse-van-houten.png
12,20,268,Moe,4,https://img.icons8.com/doodle/48/bartender-mo.png
12,20,268,Mr. Burns,3,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
12,20,268,Nelson,1,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
12,20,268,Professor Frink,2,https://static.simpsonswiki.com/images/0/09/Tapped_Out_Professor_Frink_Icon_-_Deadpan.png
12,20,268,Ralph,7,https://img.icons8.com/doodle/48/ralf.png
12,20,268,Sideshow Mel,1,https://static.simpsonswiki.com/images/6/6d/Tapped_Out_Sideshow_Mel_Icon.png
12,21,269,Apu,3,https://static.simpsonswiki.com/images/0/08/Tapped_Out_Apu_Icon_-_Happy.png
12,21,269,Barney,1,https://img.icons8.com/doodle/48/barney-gumble.png
12,21,269,Bart,4,https://img.icons8.com/doodle/48/bart-simpson.png
12,21,269,Carl,1,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
12,21,269,Chief Wiggum,3,https://img.icons8.com/doodle/48/clancy-wiggum.png
12,21,269,Dr. Hibbert,2,https://static.simpsonswiki.com/images/d/d5/Tapped_Out_Dr._Hibbert_Icon.png
12,21,269,Grampa,3,https://img.icons8.com/doodle/48/abraham-simpson.png
12,21,269,Groundskeeper Willie,1,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Chainsaw_Willie_Icon_-_Happy.png
12,21,269,Homer,20,https://img.icons8.com/doodle/48/homer-simpson.png
12,21,269,Lenny,3,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
12,21,269,Lisa,9,https://img.icons8.com/doodle/48/lisa-simpson.png
12,21,269,Marge,17,https://img.icons8.com/doodle/48/marge-simpson.png
12,21,269,Mayor Quimby,1,https://static.simpsonswiki.com/images/e/e3/Tapped_Out_Quimby_Icon.png
12,21,269,Milhouse,1,https://img.icons8.com/doodle/48/milhouse-van-houten.png
12,21,269,Moe,12,https://img.icons8.com/doodle/48/bartender-mo.png
12,21,269,Professor Frink,1,https://static.simpsonswiki.com/images/0/09/Tapped_Out_Professor_Frink_Icon_-_Deadpan.png
12,21,269,Rev. Lovejoy,5,https://static.simpsonswiki.com/images/4/40/Tapped_Out_Rev._Lovejoy_Sidebar.png
12,21,269,Sideshow Mel,1,https://static.simpsonswiki.com/images/6/6d/Tapped_Out_Sideshow_Mel_Icon.png
13,1,270,Bart,24,https://img.icons8.com/doodle/48/bart-simpson.png
13,1,270,Carl,2,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
13,1,270,Comic Book Guy,1,https://static.simpsonswiki.com/images/a/a9/Tapped_Out_Comic_Book_Guy_Icon.png
13,1,270,Edna Krabappel,6,https://static.simpsonswiki.com/images/1/14/Tapped_Out_Mrs._Krabappel_Icon.png
13,1,270,Homer,47,https://img.icons8.com/doodle/48/homer-simpson.png
13,1,270,Krusty,1,https://img.icons8.com/doodle/48/krusty-the-clown.png
13,1,270,Lenny,1,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
13,1,270,Lisa,22,https://img.icons8.com/doodle/48/lisa-simpson.png
13,1,270,Marge,39,https://img.icons8.com/doodle/48/marge-simpson.png
13,1,270,Milhouse,5,https://img.icons8.com/doodle/48/milhouse-van-houten.png
13,1,270,Moe,1,https://img.icons8.com/doodle/48/bartender-mo.png
13,1,270,Mr. Burns,3,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
13,1,270,Nelson,1,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
13,1,270,Patty,4,https://static.simpsonswiki.com/images/3/31/Tapped_Out_Patty_Sidebar.png
13,1,270,Ralph,1,https://img.icons8.com/doodle/48/ralf.png
13,1,270,Selma,1,https://static.simpsonswiki.com/images/8/8f/Tapped_Out_Selma_Icon.png
13,1,270,Smithers,1,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
13,2,271,Bart,50,https://img.icons8.com/doodle/48/bart-simpson.png
13,2,271,Brockman,2,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
13,2,271,Chief Wiggum,12,https://img.icons8.com/doodle/48/clancy-wiggum.png
13,2,271,Comic Book Guy,1,https://static.simpsonswiki.com/images/a/a9/Tapped_Out_Comic_Book_Guy_Icon.png
13,2,271,Edna Krabappel,5,https://static.simpsonswiki.com/images/1/14/Tapped_Out_Mrs._Krabappel_Icon.png
13,2,271,Flanders,6,https://img.icons8.com/doodle/48/ned-flanders.png
13,2,271,Homer,95,https://img.icons8.com/doodle/48/homer-simpson.png
13,2,271,Kirk,1,https://static.simpsonswiki.com/images/6/61/Tapped_Out_Acorn_Kirk_Icon.png
13,2,271,Lisa,14,https://img.icons8.com/doodle/48/lisa-simpson.png
13,2,271,Lou,1,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
13,2,271,Marge,39,https://img.icons8.com/doodle/48/marge-simpson.png
13,2,271,Milhouse,9,https://img.icons8.com/doodle/48/milhouse-van-houten.png
13,2,271,Moe,6,https://img.icons8.com/doodle/48/bartender-mo.png
13,2,271,Nelson,1,https://static.simpsonswiki.com/images/0/0c/Tapped_Out_Nelson_Icon_-_Brave.png
13,2,271,Professor Frink,1,https://static.simpsonswiki.com/images/0/09/Tapped_Out_Professor_Frink_Icon_-_Deadpan.png
13,3,272,Barney,8,https://img.icons8.com/doodle/48/barney-gumble.png
13,3,272,Bart,18,https://img.icons8.com/doodle/48/bart-simpson.png
13,3,272,Carl,15,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
13,3,272,Homer,98,https://img.icons8.com/doodle/48/homer-simpson.png
13,3,272,Lenny,15,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
13,3,272,Lisa,21,https://img.icons8.com/doodle/48/lisa-simpson.png
13,3,272,Marge,7,https://img.icons8.com/doodle/48/marge-simpson.png
13,3,272,Moe,76,https://img.icons8.com/doodle/48/bartender-mo.png
13,4,273,Bart,3,https://img.icons8.com/doodle/48/bart-simpson.png
13,4,273,Brockman,4,https://static.simpsonswiki.com/images/3/35/Tapped_Out_Brockman_Sidebar.png
13,4,273,Carl,4,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
13,4,273,Chief Wiggum,11,https://img.icons8.com/doodle/48/clancy-wiggum.png
13,4,273,Cletus,2,https://static.simpsonswiki.com/images/a/a0/Tapped_Out_Cletus_Icon_-_Smiling.png
13,4,273,Flanders,1,https://img.icons8.com/doodle/48/ned-flanders.png
13,4,273,Homer,41,https://img.icons8.com/doodle/48/homer-simpson.png
13,4,273,Lenny,2,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
13,4,273,Lisa,11,https://img.icons8.com/doodle/48/lisa-simpson.png
13,4,273,Lou,2,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
13,4,273,Marge,12,https://img.icons8.com/doodle/48/marge-simpson.png
13,4,273,Mr. Burns,74,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
13,4,273,Smithers,8,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
13,5,274,Barney,2,https://img.icons8.com/doodle/48/barney-gumble.png
13,5,274,Bart,8,https://img.icons8.com/doodle/48/bart-simpson.png
13,5,274,Carl,9,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
13,5,274,Chief Wiggum,13,https://img.icons8.com/doodle/48/clancy-wiggum.png
13,5,274,Fat Tony,3,https://static.simpsonswiki.com/images/1/1b/Tapped_Out_Fat_Tony_Icon.png
13,5,274,Flanders,1,https://img.icons8.com/doodle/48/ned-flanders.png
13,5,274,Homer,56,https://img.icons8.com/doodle/48/homer-simpson.png
13,5,274,Lenny,12,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
13,5,274,Lisa,20,https://img.icons8.com/doodle/48/lisa-simpson.png
13,5,274,Lou,2,https://static.simpsonswiki.com/images/c/cf/Tapped_Out_Lou_Icon.png
13,5,274,Marge,45,https://img.icons8.com/doodle/48/marge-simpson.png
13,5,274,Moe,26,https://img.icons8.com/doodle/48/bartender-mo.png
13,5,274,Mr. Burns,22,https://img.icons8.com/doodle/48/charles-montgomery-burns.png
13,5,274,Professor Frink,2,https://static.simpsonswiki.com/images/0/09/Tapped_Out_Professor_Frink_Icon_-_Deadpan.png
13,5,274,Smithers,7,https://static.simpsonswiki.com/images/3/3a/Tapped_Out_Smithers_Icon.png
13,6,275,Bart,23,https://img.icons8.com/doodle/48/bart-simpson.png
13,6,275,Carl,5,https://static.simpsonswiki.com/images/a/a4/Tapped_Out_Carl_Icon.png
13,6,275,Comic Book Guy,1,https://static.simpsonswiki.com/images/a/a9/Tapped_Out_Comic_Book_Guy_Icon.png
13,6,275,Flanders,7,https://img.icons8.com/doodle/48/ned-flanders.png
13,6,275,Homer,33,https://img.icons8.com/doodle/48/homer-simpson.png
13,6,275,Jimbo,2,https://static.simpsonswiki.com/images/f/f3/Tapped_Out_Jimbo_Icon.png
13,6,275,Lenny,6,https://static.simpsonswiki.com/images/6/6f/Tapped_Out_Lenny_Icon.png
