season,number_in_season,episode_id,character,sentence_count
5,2,83,Moe,3
5,2,83,Nelson,1
5,2,83,Patty,1
5,2,83,Selma,1
5,2,83,Sideshow Bob,33
5,3,84,Bart,12
5,3,84,Dr. Hibbert,2
5,3,84,Grampa,2
5,3,84,Homer,88
5,3,84,Krusty,1
5,3,84,Lisa,12
5,3,84,Marge,14
5,3,84,Mayor Quimby,1
5,3,84,Mr. Burns,19
5,3,84,Smithers,6
5,4,85,Apu,2
5,4,85,Barney,3
5,4,85,Bart,7
5,4,85,Brockman,2
5,4,85,Carl,1
5,4,85,Dr. Hibbert,1
5,4,85,Flanders,2
5,4,85,Grampa,1
5,4,85,Homer,63
5,4,85,Jimbo,2
5,4,85,Lisa,7
5,4,85,Marge,16
5,4,85,Martin Prince,1
5,4,85,Moe,4
5,4,85,Mr. Burns,63
5,4,85,Nelson,2
5,4,85,Otto,1
5,4,85,Patty,1
5,4,85,Professor Frink,3
5,4,85,Smithers,23
5,5,86,Bart,36
5,5,86,Brockman,2
5,5,86,Carl,1
5,5,86,Chief Wiggum,3
5,5,86,Flanders,5
5,5,86,Grampa,5
5,5,86,Groundskeeper Willie,3
5,5,86,Homer,38
5,5,86,Jimbo,2
5,5,86,Lenny,1
5,5,86,Lisa,31
5,5,86,Marge,18
5,5,86,Martin Prince,1
5,5,86,Milhouse,7
5,5,86,Mr. Burns,11
5,5,86,Nelson,1
5,5,86,Otto,3
5,5,86,Ralph,1
5,5,86,Smithers,3
5,6,87,Apu,1
5,6,87,Barney,1
5,6,87,Bart,8
5,6,87,Brockman,2
5,6,87,Carl,3
5,6,87,Chief Wiggum,17
5,6,87,Flanders,2
5,6,87,Groundskeeper Willie,1
5,6,87,Homer,74
5,6,87,Lenny,3
5,6,87,Lisa,6
5,6,87,Marge,59
5,6,87,Mayor Quimby,2
5,6,87,Moe,1
5,6,87,Mr. Burns,2
5,6,87,Otto,2
5,6,87,Patty,1
5,6,87,Smithers,1
5,7,88,Apu,3
5,7,88,Bart,33
5,7,88,Brockman,2
5,7,88,Carl,1
5,7,88,Chief Wiggum,3
5,7,88,Dr. Hibbert,1
5,7,88,Edna Krabappel,2
5,7,88,Flanders,7
5,7,88,Groundskeeper Willie,3
5,7,88,Homer,57
5,7,88,Jimbo,1
5,7,88,Krusty,5
5,7,88,Lenny,1
5,7,88,Lisa,15
5,7,88,Marge,27
5,7,88,Martin Prince,1
5,7,88,Mayor Quimby,4
5,7,88,Milhouse,3
5,7,88,Moe,7
5,7,88,Mr. Burns,2
5,7,88,Otto,3
5,7,88,Patty,3
5,7,88,Ralph,1
5,7,88,Rev. Lovejoy,5
5,7,88,Selma,4
5,7,88,Smithers,3
5,8,89,Apu,4
5,8,89,Barney,2
5,8,89,Bart,50
5,8,89,Chief Wiggum,4
5,8,89,Dr. Hibbert,3
5,8,89,Edna Krabappel,3
5,8,89,Flanders,30
5,8,89,Homer,60
5,8,89,Jimbo,2
5,8,89,Krusty,2
5,8,89,Lisa,4
5,8,89,Lou,1
5,8,89,Marge,7
5,8,89,Martin Prince,4
5,8,89,Milhouse,17
5,8,89,Moe,1
5,8,89,Nelson,4
5,8,89,Patty,1
5,9,90,Barney,3
5,9,90,Bart,12
5,9,90,Brockman,1
5,9,90,Carl,8
5,9,90,Dr. Hibbert,2
5,9,90,Edna Krabappel,6
5,9,90,Flanders,4
5,9,90,Grampa,1
5,9,90,Homer,84
5,9,90,Jimbo,2
5,9,90,Lenny,8
5,9,90,Lisa,6
5,9,90,Marge,6
5,9,90,Martin Prince,6
5,9,90,Milhouse,2
5,9,90,Moe,2
5,9,90,Mr. Burns,13
5,9,90,Nelson,4
5,9,90,Smithers,8
5,10,91,Apu,1
5,10,91,Barney,5
5,10,91,Bart,8
5,10,91,Brockman,3
5,10,91,Flanders,1
5,10,91,Grampa,7
5,10,91,Homer,53
5,10,91,Krusty,2
5,10,91,Lisa,19
5,10,91,Marge,30
5,10,91,Mayor Quimby,7
5,10,91,Milhouse,1
5,10,91,Mr. Burns,23
5,10,91,Nelson,1
5,10,91,Otto,2
5,10,91,Patty,1
5,10,91,Ralph,1
5,10,91,Rev. Lovejoy,1
5,10,91,Smithers,14
5,11,92,Apu,2
5,11,92,Barney,5
5,11,92,Bart,9
5,11,92,Brockman,9
5,11,92,Chief Wiggum,16
5,11,92,Flanders,5
5,11,92,Grampa,22
5,11,92,Homer,77
5,11,92,Jimbo,4
5,11,92,Lenny,1
5,11,92,Lisa,15
5,11,92,Lou,1
5,11,92,Marge,10
5,11,92,Mayor Quimby,3
5,11,92,Moe,8
5,11,92,Nelson,1
5,11,92,Otto,4
5,11,92,Professor Frink,2
5,11,92,Selma,1
5,12,93,Apu,1
5,12,93,Barney,3
5,12,93,Bart,64
5,12,93,Brockman,4
5,12,93,Edna Krabappel,6
5,12,93,Flanders,1
5,12,93,Grampa,1
5,12,93,Homer,26
5,12,93,Krusty,35
5,12,93,Lisa,13
5,12,93,Marge,10
5,12,93,Martin Prince,4
5,12,93,Mayor Quimby,3
5,12,93,Milhouse,6
5,12,93,Mr. Burns,1
5,12,93,Nelson,2
5,12,93,Selma,1
5,12,93,Sideshow Mel,2
5,13,94,Apu,72
5,13,94,Barney,3
5,13,94,Bart,4
5,13,94,Brockman,10
5,13,94,Dr. Hibbert,2
5,13,94,Grampa,2
5,13,94,Homer,54
5,13,94,Jimbo,3
5,13,94,Lisa,16
5,13,94,Marge,15
5,13,94,Martin Prince,2
5,13,94,Patty,1
5,14,95,Bart,9
5,14,95,Brockman,5
5,14,95,Dr. Hibbert,2
5,14,95,Grampa,32
5,14,95,Homer,16
5,14,95,Krusty,1
5,14,95,Lisa,43
5,14,95,Marge,6
5,14,95,Mr. Burns,1
5,14,95,Smithers,6
5,15,96,Barney,7
5,15,96,Bart,8
5,15,96,Brockman,4
5,15,96,Carl,2
5,15,96,Grampa,1
5,15,96,Homer,49
5,15,96,Lenny,2
5,15,96,Lisa,5
5,15,96,Marge,13
5,15,96,Mr. Burns,2
5,15,96,Smithers,2
5,16,97,Bart,9
5,16,97,Brockman,3
5,16,97,Carl,2
5,16,97,Chief Wiggum,3
5,16,97,Dr. Hibbert,2
5,16,97,Flanders,62
5,16,97,Grampa,1
5,16,97,Homer,87
5,16,97,Lenny,3
5,16,97,Lisa,6
5,16,97,Marge,12
5,16,97,Mayor Quimby,2
5,16,97,Milhouse,1
5,16,97,Moe,5
5,16,97,Mr. Burns,1
5,16,97,Rev. Lovejoy,4
5,17,98,Barney,2
5,17,98,Bart,53
5,17,98,Brockman,1
5,17,98,Chief Wiggum,5
5,17,98,Cletus,1
5,17,98,Flanders,3
5,17,98,Grampa,2
5,17,98,Homer,76
5,17,98,Kirk,1
5,17,98,Lisa,27
5,17,98,Marge,26
5,17,98,Moe,2
5,17,98,Mr. Burns,1
5,17,98,Patty,1
5,17,98,Selma,1
5,18,99,Bart,36
5,18,99,Chief Wiggum,2
5,18,99,Grampa,2
5,18,99,Homer,37
5,18,99,Krusty,4
5,18,99,Lenny,3
5,18,99,Lisa,9
5,18,99,Marge,21
5,18,99,Martin Prince,1
5,18,99,Mayor Quimby,1
5,18,99,Milhouse,6
5,18,99,Moe,2
5,18,99,Mr. Burns,63
5,18,99,Nelson,1
5,18,99,Smithers,6
5,19,100,Agnes Skinner,4
5,19,100,Apu,3
5,19,100,Bart,36
5,19,100,Chalmers,15
5,19,100,Chief Wiggum,1
5,19,100,Edna Krabappel,8
5,19,100,Flanders,14
5,19,100,Groundskeeper Willie,12
5,19,100,Homer,6
5,19,100,Jimbo,3
5,19,100,Lisa,6
5,19,100,Marge,6
5,19,100,Martin Prince,8
5,19,100,Milhouse,5
5,19,100,Nelson,3
5,19,100,Ralph,3
5,20,101,Apu,2
5,20,101,Barney,2
5,20,101,Bart,41
5,20,101,Brockman,1
5,20,101,Chief Wiggum,3
5,20,101,Dr. Hibbert,1
5,20,101,Edna Krabappel,4
5,20,101,Flanders,1
5,20,101,Groundskeeper Willie,3
5,20,101,Homer,26
5,20,101,Jimbo,1
5,20,101,Lisa,14
5,20,101,Marge,8
5,20,101,Martin Prince,1
5,20,101,Mayor Quimby,3
5,20,101,Milhouse,1
5,20,101,Moe,2
5,20,101,Otto,2
5,20,101,Patty,1
5,21,102,Apu,1
5,21,102,Barney,1
5,21,102,Bart,27
5,21,102,Comic Book Guy,4
5,21,102,Grampa,37
5,21,102,Homer,23
5,21,102,Krusty,1
5,21,102,Lisa,12
5,21,102,Marge,24
5,21,102,Milhouse,2
5,21,102,Mr. Burns,26
5,21,102,Nelson,1
5,21,102,Otto,1
5,21,102,Patty,3
5,21,102,Rev. Lovejoy,3
5,21,102,Selma,1
5,21,102,Sideshow Mel,1
5,21,102,Smithers,4
5,22,103,Apu,3
5,22,103,Barney,1
5,22,103,Bart,8
5,22,103,Carl,2
5,22,103,Chief Wiggum,1
5,22,103,Edna Krabappel,6
5,22,103,Flanders,3
5,22,103,Grampa,1
5,22,103,Groundskeeper Willie,2
5,22,103,Homer,93
5,22,103,Lenny,6
5,22,103,Lisa,12
5,22,103,Marge,34
5,22,103,Milhouse,2
5,22,103,Moe,19
5,22,103,Mr. Burns,2
5,22,103,Otto,4
5,22,103,Patty,2
5,22,103,Rev. Lovejoy,2
5,22,103,Sideshow Mel,2
5,22,103,Smithers,5
6,1,104,Bart,54
6,1,104,Chief Wiggum,1
6,1,104,Dr. Hibbert,2
6,1,104,Flanders,18
6,1,104,Grampa,1
6,1,104,Homer,18
6,1,104,Jimbo,2
6,1,104,Krusty,5
6,1,104,Lisa,28
6,1,104,Lou,1
6,1,104,Marge,9
6,1,104,Martin Prince,7
6,1,104,Milhouse,4
6,1,104,Nelson,6
6,1,104,Otto,4
6,1,104,Ralph,2
6,2,105,Bart,29
6,2,105,Flanders,2
6,2,105,Homer,30
6,2,105,Jimbo,1
6,2,105,Lisa,57
6,2,105,Marge,21
6,2,105,Martin Prince,1
6,2,105,Milhouse,4
6,2,105,Nelson,2
6,2,105,Ralph,9
6,3,106,Bart,13
6,3,106,Carl,2
6,3,106,Chief Wiggum,2
6,3,106,Edna Krabappel,1
6,3,106,Grampa,8
6,3,106,Homer,43
6,3,106,Krusty,4
6,3,106,Lenny,2
6,3,106,Lisa,27
6,3,106,Marge,71
6,3,106,Moe,2
6,3,106,Mr. Burns,6
6,3,106,Ralph,10
6,3,106,Rev. Lovejoy,1
6,3,106,Selma,1
6,3,106,Sideshow Bob,1
6,3,106,Smithers,2
6,4,107,Bart,29
6,4,107,Cletus,1
6,4,107,Grampa,3
6,4,107,Homer,42
6,4,107,Krusty,2
6,4,107,Lisa,26
6,4,107,Marge,41
6,4,107,Professor Frink,3
6,5,108,Barney,1
6,5,108,Bart,25
6,5,108,Brockman,4
6,5,108,Carl,1
6,5,108,Dr. Hibbert,1
6,5,108,Edna Krabappel,2
6,5,108,Grampa,5
6,5,108,Homer,13
6,5,108,Jimbo,2
6,5,108,Krusty,1
6,5,108,Lenny,1
6,5,108,Lisa,32
6,5,108,Marge,3
6,5,108,Mayor Quimby,10
6,5,108,Milhouse,1
6,5,108,Moe,3
6,5,108,Mr. Burns,2
6,5,108,Ralph,1
6,5,108,Sideshow Bob,28
6,5,108,Smithers,3
6,6,109,Bart,17
6,6,109,Brockman,2
6,6,109,Chief Wiggum,1
6,6,109,Edna Krabappel,6
6,6,109,Flanders,5
6,6,109,Grampa,2
6,6,109,Groundskeeper Willie,11
6,6,109,Homer,57
6,6,109,Jimbo,5
6,6,109,Lisa,14
6,6,109,Marge,23
6,6,109,Milhouse,1
6,6,109,Moe,9
6,6,109,Mr. Burns,6
6,6,109,Smithers,2
6,7,110,Bart,74
6,7,110,Dr. Hibbert,1
6,7,110,Grampa,2
6,7,110,Groundskeeper Willie,5
6,7,110,Homer,15
6,7,110,Lisa,16
6,7,110,Marge,15
6,7,110,Milhouse,4
6,7,110,Moe,2
6,7,110,Nelson,2
6,7,110,Ralph,2
6,7,110,Rev. Lovejoy,12
6,8,111,Apu,8
6,8,111,Bart,34
6,8,111,Brockman,3
6,8,111,Chief Wiggum,7
6,8,111,Edna Krabappel,9
6,8,111,Grampa,3
6,8,111,Homer,38
6,8,111,Jimbo,3
6,8,111,Krusty,1
6,8,111,Lisa,32
6,8,111,Marge,23
6,8,111,Martin Prince,1
6,8,111,Milhouse,5
6,8,111,Moe,4
6,8,111,Nelson,2
6,8,111,Ralph,2
6,9,112,Apu,1
6,9,112,Bart,16
6,9,112,Brockman,3
6,9,112,Grampa,1
6,9,112,Groundskeeper Willie,4
6,9,112,Homer,72
6,9,112,Lisa,18
6,9,112,Marge,22
6,9,112,Mayor Quimby,1
6,9,112,Moe,3
6,9,112,Professor Frink,1
6,9,112,Smithers,1
6,10,113,Barney,1
6,10,113,Bart,17
6,10,113,Dr. Hibbert,1
6,10,113,Flanders,2
6,10,113,Grampa,50
6,10,113,Homer,61
6,10,113,Kirk,2
6,10,113,Lisa,11
6,10,113,Marge,27
6,10,113,Mayor Quimby,1
6,10,113,Milhouse,7
6,10,113,Nelson,1
6,10,113,Professor Frink,3
6,10,113,Ralph,1
6,11,114,Barney,3
6,11,114,Bart,11
6,11,114,Grampa,1
6,11,114,Homer,65
6,11,114,Lenny,2
6,11,114,Lisa,17
6,11,114,Marge,49
6,11,114,Moe,13
6,11,114,Patty,1
6,11,114,Selma,1
6,11,114,Smithers,1
6,12,115,Bart,6
6,12,115,Carl,13
6,12,115,Dr. Hibbert,2
6,12,115,Grampa,7
6,12,115,Homer,92
6,12,115,Lenny,19
6,12,115,Lisa,14
6,12,115,Marge,15
6,12,115,Moe,13
6,12,115,Mr. Burns,4
6,13,116,Apu,1
6,13,116,Barney,3
6,13,116,Bart,13
6,13,116,Carl,3
6,13,116,Chief Wiggum,1
6,13,116,Dr. Hibbert,7
6,13,116,Flanders,1
6,13,116,Homer,94
6,13,116,Lenny,2
6,13,116,Lisa,15
6,13,116,Marge,34
6,13,116,Mayor Quimby,2
6,13,116,Moe,1
6,13,116,Mr. Burns,6
6,13,116,Patty,4
6,13,116,Selma,4
6,13,116,Smithers,2
6,14,117,Apu,1
6,14,117,Barney,3
6,14,117,Bart,34
6,14,117,Brockman,3
6,14,117,Chief Wiggum,1
6,14,117,Dr. Hibbert,1
6,14,117,Flanders,16
6,14,117,Grampa,1
6,14,117,Groundskeeper Willie,1
6,14,117,Homer,27
6,14,117,Krusty,3
6,14,117,Lisa,14
6,14,117,Marge,13
6,14,117,Mayor Quimby,6
6,14,117,Milhouse,2
6,14,117,Moe,9
6,14,117,Otto,2
6,14,117,Patty,1
6,14,117,Professor Frink,4
6,14,117,Rev. Lovejoy,2
6,14,117,Selma,1
6,15,118,Apu,1
6,15,118,Bart,7
6,15,118,Carl,1
6,15,118,Chief Wiggum,3
6,15,118,Fat Tony,13
6,15,118,Flanders,4
6,15,118,Homer,59
6,15,118,Kirk,1
6,15,118,Krusty,44
6,15,118,Lenny,3
6,15,118,Lisa,5
6,15,118,Lou,3
6,15,118,Marge,4
6,15,118,Milhouse,2
6,15,118,Ralph,1
6,16,119,Bart,49
6,16,119,Homer,31
6,16,119,Lisa,21
6,16,119,Marge,23
6,16,119,Milhouse,1
6,17,120,Barney,3
6,17,120,Bart,29
6,17,120,Carl,3
6,17,120,Chief Wiggum,5
6,17,120,Groundskeeper Willie,1
6,17,120,Homer,75
6,17,120,Jimbo,5
6,17,120,Lenny,2
6,17,120,Lisa,9
6,17,120,Marge,23
6,17,120,Milhouse,5
6,17,120,Moe,4
6,17,120,Nelson,4
6,17,120,Patty,25
6,17,120,Ralph,1
6,17,120,Selma,18
6,18,121,Apu,1
6,18,121,Barney,13
6,18,121,Bart,12
6,18,121,Brockman,6
6,18,121,Chief Wiggum,4
6,18,121,Dr. Hibbert,1
6,18,121,Flanders,4
6,18,121,Grampa,4
6,18,121,Homer,40
6,18,121,Krusty,5
6,18,121,Lisa,11
6,18,121,Marge,32
6,18,121,Mayor Quimby,6
6,18,121,Milhouse,1
6,18,121,Moe,4
6,18,121,Mr. Burns,23
6,18,121,Nelson,1
6,18,121,Patty,3
6,18,121,Selma,4
6,18,121,Smithers,5
6,19,122,Bart,10
6,19,122,Brockman,2
6,19,122,Carl,1
6,19,122,Chief Wiggum,4
6,19,122,Dr. Hibbert,1
6,19,122,Flanders,2
6,19,122,Homer,35
6,19,122,Lisa,71
6,19,122,Marge,14
6,19,122,Martin Prince,1
6,19,122,Mayor Quimby,2
6,19,122,Milhouse,3
6,19,122,Moe,3
6,19,122,Mr. Burns,2
6,19,122,Nelson,2
6,19,122,Otto,1
6,19,122,Patty,1
6,19,122,Professor Frink,1
6,19,122,Rev. Lovejoy,2
6,19,122,Smithers,7
6,20,123,Bart,35
6,20,123,Brockman,4
6,20,123,Chief Wiggum,4
6,20,123,Flanders,1
6,20,123,Grampa,2
6,20,123,Homer,27
6,20,123,Jimbo,1
6,20,123,Lisa,31
6,20,123,Marge,33
6,20,123,Mr. Burns,30
6,20,123,Rev. Lovejoy,3
6,20,123,Smithers,7
6,21,124,Bart,39
6,21,124,Chalmers,2
6,21,124,Edna Krabappel,26
6,21,124,Flanders,6
6,21,124,Grampa,3
6,21,124,Homer,8
6,21,124,Jimbo,1
6,21,124,Kirk,1
6,21,124,Lisa,14
6,21,124,Marge,16
6,21,124,Milhouse,11
6,21,124,Moe,4
6,21,124,Otto,2
6,21,124,Professor Frink,2
6,21,124,Ralph,1
6,22,125,Barney,1
6,22,125,Bart,30
6,22,125,Brockman,1
6,22,125,Chalmers,1
6,22,125,Chief Wiggum,4
6,22,125,Comic Book Guy,2
6,22,125,Dr. Hibbert,6
6,22,125,Edna Krabappel,4
6,22,125,Grampa,7
6,22,125,Groundskeeper Willie,1
6,22,125,Homer,21
6,22,125,Krusty,7
6,22,125,Lisa,53
6,22,125,Marge,12
6,22,125,Milhouse,2
6,22,125,Moe,1
6,22,125,Mr. Burns,1
6,22,125,Rev. Lovejoy,2
6,22,125,Sideshow Mel,2
6,23,126,Agnes Skinner,2
6,23,126,Apu,2
6,23,126,Barney,2
6,23,126,Bart,10
6,23,126,Carl,1
6,23,126,Chief Wiggum,19
6,23,126,Dr. Hibbert,1
6,23,126,Edna Krabappel,2
6,23,126,Flanders,6
6,23,126,Grampa,2
6,23,126,Homer,55
6,23,126,Jimbo,1
6,23,126,Lenny,3
6,23,126,Lisa,9
6,23,126,Lou,1
6,23,126,Marge,73
6,23,126,Milhouse,1
6,23,126,Moe,9
6,23,126,Rev. Lovejoy,3
6,24,127,Bart,66
6,24,127,Edna Krabappel,3
6,24,127,Flanders,6
6,24,127,Grampa,6
6,24,127,Homer,18
6,24,127,Kirk,2
6,24,127,Lisa,4
6,24,127,Marge,15
6,24,127,Martin Prince,8
6,24,127,Milhouse,26
6,24,127,Nelson,7
6,24,127,Professor Frink,3
6,25,128,Apu,1
6,25,128,Barney,4
6,25,128,Bart,11
6,25,128,Carl,1
6,25,128,Chalmers,5
6,25,128,Chief Wiggum,3
6,25,128,Dr. Hibbert,2
6,25,128,Flanders,2
6,25,128,Grampa,10
6,25,128,Groundskeeper Willie,6
6,25,128,Homer,14
6,25,128,Jimbo,1
6,25,128,Krusty,1
6,25,128,Lenny,1
6,25,128,Lisa,9
6,25,128,Marge,12
6,25,128,Mayor Quimby,2
6,25,128,Milhouse,2
6,25,128,Moe,3
6,25,128,Mr. Burns,46
6,25,128,Nelson,3
6,25,128,Otto,3
6,25,128,Patty,1
6,25,128,Ralph,3
6,25,128,Sideshow Mel,1
6,25,128,Smithers,18
7,1,129,Apu,1
7,1,129,Bart,7
7,1,129,Brockman,6
7,1,129,Chalmers,2
7,1,129,Chief Wiggum,36
7,1,129,Grampa,7
7,1,129,Groundskeeper Willie,5
7,1,129,Homer,14
7,1,129,Krusty,5
7,1,129,Lisa,33
7,1,129,Lou,5
7,1,129,Marge,11
7,1,129,Moe,5
7,1,129,Mr. Burns,27
7,1,129,Sideshow Mel,6
7,1,129,Smithers,21
7,2,130,Barney,3
7,2,130,Bart,42
7,2,130,Brockman,1
7,2,130,Chief Wiggum,5
7,2,130,Comic Book Guy,7
7,2,130,Grampa,1
7,2,130,Homer,9
7,2,130,Kirk,3
7,2,130,Krusty,4
7,2,130,Lisa,2
7,2,130,Marge,2
7,2,130,Martin Prince,1
7,2,130,Mayor Quimby,6
7,2,130,Milhouse,25
7,2,130,Moe,5
7,2,130,Nelson,4
7,2,130,Otto,2
7,2,130,Ralph,4
7,3,131,Agnes Skinner,1
7,3,131,Bart,17
7,3,131,Cletus,3
7,3,131,Edna Krabappel,4
7,3,131,Flanders,54
7,3,131,Grampa,5
7,3,131,Groundskeeper Willie,2
7,3,131,Homer,42
7,3,131,Lisa,22
7,3,131,Marge,42
7,3,131,Milhouse,2
7,3,131,Nelson,1
7,3,131,Rev. Lovejoy,5
7,4,132,Apu,1
7,4,132,Barney,6
7,4,132,Bart,54
7,4,132,Carl,2
7,4,132,Chief Wiggum,4
7,4,132,Comic Book Guy,5
7,4,132,Dr. Hibbert,8
7,4,132,Flanders,7
7,4,132,Homer,18
7,4,132,Jimbo,1
7,4,132,Kirk,2
7,4,132,Krusty,1
7,4,132,Lisa,15
7,4,132,Marge,8
7,4,132,Martin Prince,3
7,4,132,Milhouse,20
7,4,132,Moe,35
7,4,132,Nelson,2
7,4,132,Ralph,3
7,4,132,Rev. Lovejoy,6
7,4,132,Selma,1
7,5,133,Apu,14
7,5,133,Barney,3
7,5,133,Bart,16
7,5,133,Chief Wiggum,2
7,5,133,Dr. Hibbert,1
7,5,133,Flanders,9
7,5,133,Grampa,6
7,5,133,Groundskeeper Willie,1
7,5,133,Homer,50
7,5,133,Lisa,53
7,5,133,Marge,17
7,5,133,Mr. Burns,2
7,5,133,Ralph,5
7,5,133,Smithers,1
7,6,134,Bart,26
7,6,134,Brockman,2
7,6,134,Chief Wiggum,9
7,6,134,Dr. Hibbert,2
7,6,134,Edna Krabappel,2
7,6,134,Flanders,3
7,6,134,Grampa,2
7,6,134,Groundskeeper Willie,11
7,6,134,Homer,57
7,6,134,Kirk,1
7,6,134,Krusty,2
7,6,134,Lisa,25
7,6,134,Lou,1
7,6,134,Marge,18
7,6,134,Martin Prince,5
7,6,134,Nelson,2
7,6,134,Otto,1
7,6,134,Patty,4
7,6,134,Professor Frink,7
7,6,134,Rev. Lovejoy,4
7,6,134,Selma,5
7,7,135,Bart,16
7,7,135,Carl,3
7,7,135,Dr. Hibbert,2
7,7,135,Flanders,1
7,7,135,Homer,105
7,7,135,Jimbo,1
7,7,135,Lenny,4
7,7,135,Lisa,19
7,7,135,Marge,19
7,7,135,Milhouse,2
7,7,135,Mr. Burns,16
7,7,135,Nelson,1
7,7,135,Ralph,1
7,7,135,Smithers,4
7,8,136,Bart,10
7,8,136,Brockman,2
7,8,136,Carl,5
7,8,136,Chief Wiggum,6
7,8,136,Flanders,6
7,8,136,Grampa,11
7,8,136,Homer,52
7,8,136,Lenny,4
7,8,136,Lisa,19
7,8,136,Marge,18
7,8,136,Mr. Burns,18
7,8,136,Patty,2
7,8,136,Rev. Lovejoy,2
7,8,136,Selma,4
7,8,136,Smithers,9
7,9,137,Bart,22
7,9,137,Brockman,2
7,9,137,Chief Wiggum,9
7,9,137,Dr. Hibbert,1
7,9,137,Grampa,4
7,9,137,Homer,14
7,9,137,Krusty,20
7,9,137,Lisa,19
7,9,137,Lou,1
7,9,137,Marge,14
7,9,137,Martin Prince,1
7,9,137,Mayor Quimby,4
7,9,137,Milhouse,1
7,9,137,Moe,1
7,9,137,Sideshow Bob,40
7,9,137,Sideshow Mel,1
7,10,138,Apu,1
7,10,138,Bart,18
7,10,138,Homer,37
7,10,138,Krusty,5
7,10,138,Lisa,12
7,10,138,Marge,20
7,10,138,Mr. Burns,20
7,10,138,Smithers,9
7,11,139,Bart,70
7,11,139,Comic Book Guy,4
7,11,139,Grampa,1
7,11,139,Homer,21
7,11,139,Jimbo,3
7,11,139,Krusty,5
7,11,139,Lisa,10
7,11,139,Marge,49
7,11,139,Milhouse,9
7,11,139,Nelson,7
7,12,140,Apu,11
7,12,140,Bart,12
7,12,140,Brockman,1
7,12,140,Chalmers,6
7,12,140,Chief Wiggum,2
7,12,140,Cletus,1
7,12,140,Comic Book Guy,1
7,12,140,Edna Krabappel,4
7,12,140,Flanders,2
7,12,140,Groundskeeper Willie,1
7,12,140,Homer,49
7,12,140,Jimbo,1
7,12,140,Krusty,1
7,12,140,Lisa,3
7,12,140,Marge,15
7,12,140,Martin Prince,1
7,12,140,Mayor Quimby,3
7,12,140,Milhouse,7
7,12,140,Moe,22
7,12,140,Mr. Burns,32
7,12,140,Nelson,2
7,12,140,Otto,14
7,12,140,Rev. Lovejoy,1
7,12,140,Smithers,10
7,13,141,Apu,3
7,13,141,Bart,29
7,13,141,Carl,1
7,13,141,Chief Wiggum,1
7,13,141,Dr. Hibbert,1
7,13,141,Flanders,16
7,13,141,Grampa,2
7,13,141,Homer,68
7,13,141,Lisa,1
7,13,141,Marge,15
7,13,141,Moe,1
7,14,142,Apu,3
7,14,142,Bart,9
7,14,142,Carl,1
7,14,142,Cletus,2
7,14,142,Grampa,2
7,14,142,Homer,41
7,14,142,Krusty,2
7,14,142,Lenny,1
7,14,142,Lisa,27
7,14,142,Marge,61
7,14,142,Mr. Burns,16
7,14,142,Patty,2
7,14,142,Selma,3
7,14,142,Smithers,7
7,15,143,Agnes Skinner,1
7,15,143,Apu,1
7,15,143,Bart,39
7,15,143,Brockman,3
7,15,143,Chalmers,1
7,15,143,Chief Wiggum,2
7,15,143,Comic Book Guy,1
7,15,143,Dr. Hibbert,2
7,15,143,Homer,10
7,15,143,Jimbo,1
7,15,143,Krusty,27
7,15,143,Lisa,19
7,15,143,Marge,11
7,15,143,Milhouse,5
7,15,143,Moe,2
7,15,143,Patty,1
7,15,143,Selma,2
7,15,143,Sideshow Mel,1
7,16,144,Apu,2
7,16,144,Barney,2
7,16,144,Bart,3
7,16,144,Chief Wiggum,8
7,16,144,Comic Book Guy,2
7,16,144,Dr. Hibbert,1
7,16,144,Edna Krabappel,1
7,16,144,Flanders,3
7,16,144,Homer,38
7,16,144,Lisa,53
7,16,144,Marge,4
7,16,144,Mayor Quimby,13
7,16,144,Milhouse,1
7,16,144,Moe,4
7,16,144,Ralph,2
7,16,144,Rev. Lovejoy,2
7,17,145,Barney,1
7,17,145,Bart,6
7,17,145,Chief Wiggum,1
7,17,145,Dr. Hibbert,2
7,17,145,Homer,53
7,17,145,Lenny,3
7,17,145,Lisa,8
7,17,145,Marge,13
7,17,145,Moe,4
7,17,145,Mr. Burns,75
7,17,145,Smithers,50
7,18,146,Apu,1
7,18,146,Bart,55
7,18,146,Brockman,2
7,18,146,Comic Book Guy,4
7,18,146,Grampa,2
7,18,146,Homer,14
7,18,146,Krusty,6
7,18,146,Lisa,18
7,18,146,Marge,11
7,18,146,Milhouse,4
7,19,147,Bart,2
7,19,147,Carl,1
7,19,147,Chief Wiggum,5
7,19,147,Dr. Hibbert,1
7,19,147,Fat Tony,1
7,19,147,Grampa,2
7,19,147,Homer,14
7,19,147,Lenny,2
7,19,147,Lisa,3
7,19,147,Lou,2
7,19,147,Marge,9
7,19,147,Patty,3
7,19,147,Rev. Lovejoy,3
7,19,147,Selma,42
7,20,148,Barney,1
7,20,148,Bart,44
7,20,148,Cletus,1
7,20,148,Homer,37
7,20,148,Kirk,2
7,20,148,Lisa,44
7,20,148,Marge,17
7,20,148,Martin Prince,21
7,20,148,Milhouse,29
7,20,148,Moe,2
7,20,148,Nelson,17
7,20,148,Patty,1
7,20,148,Selma,4
7,20,148,Smithers,2
7,21,149,Agnes Skinner,2
7,21,149,Apu,11
7,21,149,Barney,2
7,21,149,Bart,6
7,21,149,Chalmers,17
